5.607875646E-4	5.324147060E-4	7.471340359E-4	9.447351331E-4	9.896924021E-4	1.111315214E-3	NaN	NaN	NaN	NaN	1.010506996E-3	7.039046613E-4	6.575592561E-4	9.272837196E-4	1.150222612E-3	9.834263474E-4	6.796978414E-4	6.054234691E-4	9.047735948E-4	1.469099429E-3	NaN	1.044044853E-3	5.757723702E-4	7.086729165E-4	1.067851321E-3	1.115583698E-3	9.342489648E-4	8.094856166E-4	5.919836694E-4	4.302075540E-4	6.770920008E-4	9.862929583E-4	9.024623432E-4	5.588278873E-4	2.842321701E-4	2.910898766E-4	6.913477555E-4	1.201418694E-3	1.233470859E-3	9.288722649E-4	8.614056278E-4	9.433705709E-4	9.472130914E-4	8.840509690E-4	7.861432387E-4	7.543248357E-4	7.022165228E-4	5.394493928E-4	6.017739070E-4	9.845236782E-4	NaN	NaN	NaN	NaN	NaN	1.239752048E-3	8.845907287E-4	7.585966960E-4	8.227401995E-4	5.996956606E-4	3.108704404E-4	3.198667837E-4	6.158186588E-4	9.410844650E-4	9.713263134E-4	8.127058391E-4	7.848972455E-4	8.524951409E-4	8.066696464E-4	7.414029096E-4	7.825338980E-4	8.076939848E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.551268791E-4	7.562366663E-4	6.916298298E-4	6.265654229E-4	8.113606600E-4	1.248189365E-3	1.477571321E-3	1.266377629E-3	9.277169011E-4	8.498908719E-4	9.431939106E-4	9.377114475E-4	8.796125767E-4	9.130557301E-4	9.411628707E-4	8.284829673E-4	6.807930185E-4	6.511378451E-4	9.419420967E-4	1.371362712E-3	1.233036746E-3	6.764289574E-4	5.263243802E-4	8.327919641E-4	1.074857544E-3	9.507304057E-4	7.335814298E-4	6.602026988E-4	4.695674288E-4	3.491708194E-4	6.458908319E-4	8.685739012E-4	5.781977670E-4	2.080673294E-4	2.226549404E-4	5.429123412E-4	9.502997273E-4	1.193286502E-3	1.072137267E-3	8.619997534E-4	8.435576456E-4	8.724531508E-4	8.694309508E-4	8.089337498E-4	6.878632121E-4	6.712276954E-4	7.158822846E-4	7.116263150E-4	8.459850214E-4	1.124680624E-3	NaN	NaN	NaN	NaN	NaN	1.247922657E-3	7.780949236E-4	6.755428039E-4	8.218405419E-4	6.733167684E-4	3.969575628E-4	3.598472103E-4	5.348389386E-4	7.655349909E-4	8.345631068E-4	6.956949946E-4	6.382616702E-4	7.134008338E-4	6.182369543E-4	4.893051228E-4	5.617153947E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.095896703E-3	1.096093096E-3	8.080561529E-4	5.768181873E-4	7.575039053E-4	1.158963074E-3	1.208296861E-3	8.262507035E-4	5.055727088E-4	6.468495703E-4	1.060796203E-3	1.212605974E-3	9.775055805E-4	6.878199056E-4	5.883768317E-4	7.004541112E-4	8.573100204E-4	8.934586658E-4	9.757764055E-4	1.056866720E-3	8.305817028E-4	6.195189198E-4	7.585348212E-4	9.614944574E-4	9.859637357E-4	7.965108962E-4	5.770283751E-4	5.118495901E-4	4.442992504E-4	4.637193924E-4	7.472011494E-4	8.474298520E-4	4.924428649E-4	2.176725393E-4	3.723874397E-4	7.451194688E-4	1.088501769E-3	1.184954308E-3	1.013970934E-3	8.387919515E-4	7.840957260E-4	8.601020672E-4	9.736430948E-4	7.623772835E-4	3.790944756E-4	4.297071137E-4	8.107014582E-4	1.069839578E-3	1.132331206E-3	1.054156455E-3	NaN	NaN	NaN	NaN	NaN	1.232716138E-3	8.875073399E-4	7.838853635E-4	8.308585966E-4	7.436316228E-4	5.875394563E-4	5.344981328E-4	5.489821197E-4	6.531400140E-4	7.540683146E-4	6.698246580E-4	6.157277967E-4	7.088708226E-4	6.285868585E-4	4.341528402E-4	4.513889144E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.435002545E-3
1.339567010E-3	1.364990487E-3	1.066549332E-3	8.604301256E-4	8.531601052E-4	8.400008082E-4	6.378841354E-4	3.609200357E-4	3.119952453E-4	6.595107261E-4	1.141411951E-3	1.171281328E-3	7.029711851E-4	3.214475000E-4	3.523691266E-4	7.089908468E-4	1.041473937E-3	1.018052571E-3	8.144495077E-4	6.556741428E-4	5.951948115E-4	7.786130882E-4	1.010770444E-3	1.003943267E-3	9.149022517E-4	8.044528076E-4	6.277480861E-4	5.901285331E-4	6.915740669E-4	7.879071636E-4	9.033181705E-4	8.560838178E-4	6.151032867E-4	6.102144835E-4	8.518743562E-4	1.056163572E-3	1.189369359E-3	1.167576527E-3	9.767808951E-4	8.076097583E-4	7.673632936E-4	9.077693685E-4	1.031273627E-3	6.872660597E-4	2.178718569E-4	3.660506045E-4	8.997254190E-4	1.252845046E-3	1.252110698E-3	9.560577455E-4	NaN	NaN	NaN	NaN	1.334720408E-3	1.280775410E-3	1.010390115E-3	6.939208834E-4	5.362860975E-4	5.890678731E-4	6.340717082E-4	6.188845728E-4	6.467561470E-4	8.181196172E-4	9.554492426E-4	8.300328045E-4	7.136283675E-4	8.315548766E-4	8.466471918E-4	6.407789188E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.591256729E-4	1.014133217E-3	1.536516589E-3	1.776558347E-3
1.196424710E-3	1.116326428E-3	1.027142745E-3	1.127103460E-3	1.008114778E-3	5.950568011E-4	2.550682111E-4	1.614302746E-4	3.370791092E-4	7.619602839E-4	1.111296471E-3	9.214431047E-4	3.987356031E-4	1.956981723E-4	4.071902658E-4	8.228854276E-4	1.151731936E-3	1.017606817E-3	6.606003735E-4	5.507193855E-4	7.233608630E-4	9.787745075E-4	1.012112014E-3	8.442715043E-4	8.225794300E-4	8.651350508E-4	7.994654006E-4	8.895341889E-4	1.112413127E-3	1.126258518E-3	1.000328222E-3	8.429057198E-4	7.388712838E-4	9.981748881E-4	1.391503378E-3	1.417784719E-3	1.159525476E-3	9.485756746E-4	8.512489730E-4	8.349525742E-4	9.398591355E-4	1.083585550E-3	1.039708848E-3	6.764574791E-4	3.697925422E-4	5.467830924E-4	9.323369595E-4	1.160366926E-3	1.177084167E-3	1.015957561E-3	NaN	NaN	NaN	1.095662126E-3	1.404291601E-3	1.292846748E-3	8.840335067E-4	3.676013148E-4	1.895437454E-4	4.205385922E-4	5.793618038E-4	6.019544089E-4	7.591213216E-4	1.055942615E-3	1.141176443E-3	9.028917411E-4	7.418323657E-4	8.836542256E-4	9.815093363E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.785259858E-4	5.053600180E-4	1.149044605E-3	1.586237573E-3	1.473940909E-3
7.125105476E-4	4.566515563E-4	7.357000140E-4	1.309388434E-3	1.258457662E-3	7.098157657E-4	4.075540637E-4	4.103877000E-4	5.962037831E-4	9.459066787E-4	1.113740378E-3	8.342467481E-4	4.558138899E-4	4.439378099E-4	6.938129663E-4	1.002668170E-3	1.213725889E-3	1.012041816E-3	6.915967097E-4	7.437492604E-4	9.886258049E-4	1.052543754E-3	8.041056572E-4	5.409555743E-4	6.106613437E-4	7.920968928E-4	8.860714734E-4	1.074114116E-3	1.261437079E-3	1.193819800E-3	1.036366681E-3	9.030323126E-4	7.929361891E-4	1.046205172E-3	1.555391005E-3	1.597348484E-3	1.098815352E-3	7.786843344E-4	8.539614500E-4	1.036407659E-3	1.252737362E-3	1.329120365E-3	1.118094078E-3	7.572051254E-4	5.284591462E-4	6.690933369E-4	9.803752182E-4	1.155313454E-3	1.208688016E-3	1.193966251E-3	1.089476515E-3	9.255610639E-4	9.829225019E-4	1.344041200E-3	1.455485239E-3	1.097376458E-3	5.766046816E-4	1.710261713E-4	1.703437738E-4	4.117272329E-4	5.221604952E-4	6.161219790E-4	8.736071759E-4	1.118912827E-3	1.064675045E-3	8.323745569E-4	7.730484358E-4	9.003988234E-4	9.444452007E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.586838815E-4	4.296139814E-4	7.866523229E-4	1.304469071E-3	1.444943133E-3	1.076578046E-3
2.621041203E-4	1.183562654E-5	6.558603491E-4	1.539091463E-3	1.574892667E-3	1.064050710E-3	7.797908620E-4	6.664363318E-4	6.799775874E-4	8.971443749E-4	9.950750973E-4	8.378261700E-4	6.254953332E-4	5.952036008E-4	7.695023087E-4	9.687356069E-4	1.019415096E-3	8.299779729E-4	7.266826578E-4	9.210106218E-4	1.032561064E-3	8.092558710E-4	4.202066339E-4	2.495072549E-4	4.230380291E-4	6.562734488E-4	8.219283191E-4	9.570999537E-4	1.016594004E-3	9.823440341E-4	9.674247704E-4	9.521458996E-4	8.466634317E-4	9.625951061E-4	1.378196292E-3	1.451444114E-3	1.027565915E-3	8.331545396E-4	1.017750124E-3	1.186715788E-3	1.289782464E-3	1.235185773E-3	9.853648953E-4	6.714960327E-4	4.642062122E-4	6.273916224E-4	1.009129570E-3	1.237054239E-3	1.280804165E-3	1.191467047E-3	1.022157492E-3	9.275688790E-4	1.088865567E-3	1.358106150E-3	1.253950992E-3	7.843204658E-4	3.638294875E-4	2.291504061E-4	3.924200428E-4	6.030568620E-4	7.507846458E-4	9.449408972E-4	1.097674249E-3	1.079608337E-3	9.335553041E-4	8.509523468E-4	9.126119548E-4	9.464073810E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.949736806E-4	7.205881993E-4	1.072510378E-3	1.385081676E-3	1.338423113E-3	1.000110991E-3
1.476051984E-4	1.607212616E-4	9.485926130E-4	1.679232926E-3	1.641788636E-3	1.201696112E-3	8.297771565E-4	5.054488429E-4	3.854534007E-4	5.778244231E-4	7.838722086E-4	8.696941659E-4	7.369579398E-4	5.127922050E-4	5.782446824E-4	7.683415315E-4	7.423105417E-4	6.392236683E-4	7.913497975E-4	1.044859644E-3	9.208325646E-4	4.490232095E-4	1.295904658E-4	2.297894389E-4	4.590380704E-4	6.108568050E-4	8.158953278E-4	9.674048051E-4	9.394070366E-4	8.151537040E-4	7.281731814E-4	7.607403095E-4	8.368841372E-4	9.605995729E-4	1.122395392E-3	1.063523116E-3	8.722039638E-4	9.924402693E-4	1.212839154E-3	1.149375108E-3	9.616280440E-4	7.601872785E-4	5.714168656E-4	4.196225782E-4	3.735095670E-4	5.964023876E-4	9.139160975E-4	1.076761167E-3	1.087552169E-3	9.962982731E-4	9.449973004E-4	1.008698251E-3	1.127939438E-3	1.143678790E-3	8.413104806E-4	4.288232303E-4	2.706481609E-4	3.744081769E-4	6.066460628E-4	8.617512067E-4	1.136008650E-3	1.334615750E-3	1.245638006E-3	1.018177369E-3	9.171609418E-4	9.202649817E-4	9.417321417E-4	9.335912764E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.345679867E-4	7.421557093E-4	9.331079200E-4	1.107367338E-3	1.192106633E-3	1.024058089E-3	8.096672245E-4
4.653316573E-4	7.974031614E-4	1.401699847E-3	1.599049778E-3	1.365561970E-3	9.907010244E-4	6.118173478E-4	3.274707706E-4	2.836736967E-4	5.225211498E-4	8.330073324E-4	1.033431618E-3	8.774656453E-4	5.007667933E-4	4.884244991E-4	7.109731669E-4	7.187078591E-4	6.962554180E-4	9.173117578E-4	1.089939731E-3	8.356854087E-4	3.865885956E-4	2.799272188E-4	4.900947097E-4	5.374164321E-4	5.541861756E-4	9.158768225E-4	1.273164293E-3	1.212538453E-3	8.527191821E-4	5.374078755E-4	5.133353989E-4	7.076641195E-4	8.331505815E-4	7.870816044E-4	6.919026491E-4	7.562676910E-4	1.065963646E-3	1.254549599E-3	1.098589739E-3	8.519104449E-4	6.387705798E-4	4.589094606E-4	3.815477248E-4	4.931704607E-4	7.539488142E-4	9.525339701E-4	9.931956884E-4	9.639140917E-4	9.860877180E-4	1.085230382E-3	1.135997009E-3	1.077206805E-3	8.368308772E-4	3.715442435E-4	8.395286568E-5	2.394357871E-4	5.526489695E-4	8.323944639E-4	1.075323671E-3	1.273678616E-3	1.299975207E-3	1.025671838E-3	7.903972873E-4	8.166863699E-4	8.266153745E-4	7.815243443E-4	8.708932437E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.127817418E-4	6.579007022E-4	8.791805594E-4	1.082996023E-3	1.171881682E-3	1.052674023E-3	6.255871267E-4	3.700986854E-4
1.032502856E-3	1.489981310E-3	1.708028722E-3	1.411984907E-3	1.040683128E-3	6.813449436E-4	4.176399671E-4	4.418774042E-4	5.878721713E-4	8.012506296E-4	1.004600083E-3	1.016691909E-3	7.590838359E-4	4.384853237E-4	4.622942652E-4	7.190976758E-4	8.419756196E-4	8.789612912E-4	9.930515662E-4	1.056735520E-3	9.076793212E-4	7.091538282E-4	6.802806747E-4	6.197596667E-4	3.663154785E-4	3.864659229E-4	9.142432245E-4	1.357412548E-3	1.224301290E-3	7.819658495E-4	5.084208096E-4	5.328292027E-4	6.697738427E-4	6.111792172E-4	4.465024103E-4	4.962450475E-4	6.723680999E-4	8.172365488E-4	9.402572759E-4	1.045767101E-3	1.077745343E-3	9.402651340E-4	6.944245542E-4	5.848315777E-4	7.139234804E-4	9.193842416E-4	1.066641882E-3	1.104231109E-3	1.088325283E-3	1.131558092E-3	1.131417463E-3	1.031550462E-3	8.958153194E-4	5.755369784E-4	1.393254788E-4	6.911821401E-5	3.966994700E-4	7.466152892E-4	1.069710241E-3	1.328246552E-3	1.392357401E-3	1.197272679E-3	7.533740136E-4	4.885518574E-4	5.631572567E-4	6.236582412E-4	6.729235756E-4	8.855115157E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.662074735E-4	6.411509821E-4	6.755202194E-4	9.468771168E-4	1.160950400E-3	1.292711706E-3	1.082074246E-3	4.998565419E-4	2.271090052E-4
