7.234529476E-4	7.559987134E-4	9.115003631E-4	1.060600393E-3	1.339435810E-3	1.397097250E-3	9.933105903E-4	8.391622687E-4	1.136433682E-3	1.235908247E-3	1.136660576E-3	1.164492918E-3	1.134650316E-3	9.056343697E-4	6.582093774E-4	5.168459029E-4	4.513264576E-4	4.081691441E-4	3.512192343E-4	3.767365124E-4	5.399545771E-4	5.761373322E-4	4.959444632E-4	5.989191122E-4	7.510876167E-4	8.763850201E-4	1.059003058E-3	1.035673660E-3	8.290427504E-4	8.303036448E-4	9.666977567E-4	1.078199479E-3	1.287897583E-3	1.387740369E-3	1.173652592E-3	9.461933514E-4	9.265302215E-4	1.012980356E-3	1.064739539E-3	8.776524337E-4	6.442606100E-4	8.783589001E-4	1.201738720E-3	1.117899665E-3	9.802308632E-4	9.314445779E-4	7.001044578E-4	4.727618361E-4	7.170119788E-4	1.221094979E-3	1.445750357E-3	1.350010745E-3	1.150515862E-3	8.780749631E-4	5.055437796E-4	3.654079628E-4	7.291335496E-4	1.235193340E-3	1.433192287E-3	1.172897872E-3	6.106237997E-4	3.542374470E-4	6.530635874E-4	1.126304734E-3	1.478432328E-3	1.487435657E-3	1.270184293E-3	1.217728015E-3	1.228959300E-3	1.011809218E-3	7.012048736E-4	6.260640221E-4	8.200416341E-4	9.777719388E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.102600829E-3	9.607687243E-4	8.622554597E-4	9.492078098E-4	1.081550494E-3	1.073391642E-3	1.038485672E-3	1.126117771E-3	1.097046887E-3	9.313192568E-4	9.229931165E-4	1.060012029E-3	1.188656315E-3	1.163738663E-3	9.888120694E-4	6.877375417E-4	3.121902701E-4	3.642656957E-4	8.219354786E-4	1.013783040E-3	9.696232737E-4	1.066399971E-3	1.230118214E-3	1.241241000E-3	1.070686616E-3	8.826270350E-4	7.807529764E-4	7.130196318E-4	6.900493754E-4	7.666310412E-4	8.149818168E-4	7.322581951E-4	6.682284875E-4	7.839321624E-4	1.003887039E-3	1.022563316E-3	8.453381597E-4	8.774453308E-4	1.017711591E-3
4.145673593E-4	5.230527604E-4	8.548193728E-4	1.019209740E-3	1.158942003E-3	1.187136397E-3	8.846670389E-4	7.232980570E-4	9.254770121E-4	1.059154631E-3	9.647784173E-4	8.188582142E-4	7.249386981E-4	7.755280822E-4	9.183664224E-4	8.119753329E-4	5.080433330E-4	4.416555457E-4	4.847957171E-4	4.003561044E-4	3.340482072E-4	2.520690905E-4	2.582208836E-4	5.563392770E-4	8.425768465E-4	9.431047365E-4	9.907328058E-4	9.014886455E-4	6.876875414E-4	6.564527866E-4	9.467683849E-4	1.366981422E-3	1.603818964E-3	1.441823784E-3	9.718240472E-4	6.359553081E-4	7.833786076E-4	1.153891208E-3	1.320122741E-3	1.120360335E-3	8.640182787E-4	1.038462506E-3	1.266448060E-3	1.209262293E-3	1.191440620E-3	1.079955488E-3	7.076388574E-4	6.075866404E-4	1.114027807E-3	1.547082211E-3	1.346096047E-3	1.034828834E-3	1.073745894E-3	1.092683291E-3	8.064341382E-4	6.030011573E-4	8.157077827E-4	1.175405108E-3	1.302339835E-3	1.144293346E-3	8.450802416E-4	6.133284187E-4	5.726597155E-4	8.589135832E-4	1.291376655E-3	1.298620598E-3	1.052309759E-3	1.018793322E-3	1.041801064E-3	9.225883987E-4	6.960128667E-4	5.931587075E-4	7.534378674E-4	9.242379456E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.882224211E-4	6.801917334E-4	6.435459945E-4	8.455967763E-4	1.036121859E-3	1.069100923E-3	9.822099237E-4	8.417075733E-4	7.000773330E-4	7.079588249E-4	9.353649803E-4	1.150230877E-3	1.121726469E-3	8.428073488E-4	5.141728325E-4	3.106265212E-4	3.640971263E-4	8.007849683E-4	1.230379334E-3	1.220722683E-3	1.001066994E-3	8.651840035E-4	8.321659407E-4	8.099665865E-4	6.597855245E-4	4.848648387E-4	5.151768564E-4	6.446460611E-4	7.373358821E-4	9.564159554E-4	1.120468369E-3	8.570459322E-4	5.069339531E-4	6.064095069E-4	9.903991595E-4	1.027516904E-3	6.532135303E-4	5.558879348E-4	7.707271143E-4
4.293904058E-4	5.797437043E-4	9.098030860E-4	8.565994212E-4	7.433490828E-4	8.254157729E-4	7.658739923E-4	6.319520762E-4	7.026870735E-4	8.708348032E-4	8.791439468E-4	7.264930755E-4	6.800138508E-4	9.176956955E-4	1.172677963E-3	9.959860472E-4	6.426898181E-4	7.002575439E-4	8.668606752E-4	6.305235438E-4	2.267071395E-4	8.043847629E-5	3.543051425E-4	8.154285606E-4	1.049232553E-3	1.033484587E-3	9.054346010E-4	6.845009630E-4	4.502844531E-4	4.434879520E-4	9.336268413E-4	1.600745949E-3	1.691048965E-3	1.127642347E-3	4.790696548E-4	2.651790564E-4	6.441720761E-4	1.222942839E-3	1.553062699E-3	1.443375833E-3	1.123969676E-3	1.048317412E-3	1.057263813E-3	1.031184918E-3	1.080135233E-3	9.589729598E-4	7.435968146E-4	8.794134483E-4	1.329192310E-3	1.408146927E-3	9.644643869E-4	7.982269744E-4	1.123422640E-3	1.305705053E-3	1.133148675E-3	8.691614494E-4	7.760475855E-4	9.106227080E-4	9.795824299E-4	9.225497488E-4	9.906744817E-4	1.030757674E-3	8.102746215E-4	7.624976570E-4	9.840569692E-4	9.245594265E-4	7.721163565E-4	7.775698905E-4	7.022057544E-4	6.126170047E-4	5.726813106E-4	5.878139054E-4	8.051447221E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.633601246E-4	7.438992034E-4	6.717460928E-4	7.267196197E-4	8.246470243E-4	8.814443718E-4	9.169142577E-4	8.316145395E-4	6.276865606E-4	5.859957309E-4	8.577810368E-4	1.173033379E-3	1.156876562E-3	8.251070976E-4	3.982171474E-4	6.766170554E-5	1.401837799E-4	7.164862473E-4	1.334049157E-3	1.467361464E-3	1.199839404E-3	8.963841829E-4	7.030850975E-4	6.270054146E-4	5.570440553E-4	3.549812827E-4	1.931504084E-4	3.314294736E-4	5.984695163E-4	7.944931276E-4	1.112699858E-3	1.353612170E-3	1.076676883E-3	7.047559484E-4	7.760052104E-4	9.877566481E-4	8.329991833E-4	4.216262896E-4	3.482627799E-4	5.501155974E-4
6.990882684E-4	9.880625876E-4	1.198280719E-3	8.691259427E-4	6.178377080E-4	8.009542362E-4	8.606296033E-4	6.743575213E-4	5.945381708E-4	7.273136871E-4	9.109948878E-4	9.623349761E-4	9.624728700E-4	1.066765632E-3	1.101662638E-3	8.837829228E-4	6.965753273E-4	8.581665461E-4	1.028282801E-3	7.237147656E-4	2.298948821E-4	2.102080180E-4	6.932116812E-4	1.113935024E-3	1.241793740E-3	1.263803453E-3	1.087536803E-3	6.660667714E-4	3.254496842E-4	3.642718657E-4	9.265404078E-4	1.506463275E-3	1.308560255E-3	5.679329042E-4	8.136341057E-5	1.915223402E-4	7.332823589E-4	1.281323377E-3	1.560303848E-3	1.403877512E-3	9.845755994E-4	7.348104264E-4	6.825748133E-4	7.582271355E-4	8.061117842E-4	7.322054007E-4	8.265970973E-4	1.151919947E-3	1.369092031E-3	1.087136217E-3	6.024091272E-4	6.683616084E-4	1.080079121E-3	1.252160990E-3	1.243960112E-3	9.774189675E-4	5.577429547E-4	5.037485389E-4	6.042729947E-4	6.615052116E-4	1.045598299E-3	1.428076415E-3	1.199153019E-3	8.226793725E-4	7.645085570E-4	7.264766609E-4	7.182827103E-4	6.863549934E-4	4.770851810E-4	4.058764316E-4	4.843985953E-4	5.069362232E-4	7.203398854E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.425397147E-4	8.406987181E-4	7.997440407E-4	7.646416198E-4	7.566366694E-4	6.763932179E-4	6.100801402E-4	6.841444410E-4	7.594921626E-4	7.475653547E-4	8.424348198E-4	1.138457563E-3	1.303687459E-3	1.015325310E-3	5.684905918E-4	2.746494720E-4	1.286589250E-4	4.212416243E-4	1.167722978E-3	1.614803798E-3	1.399377943E-3	9.871320799E-4	7.300362922E-4	6.516837166E-4	6.817104877E-4	6.315347855E-4	4.542065144E-4	3.872692178E-4	5.387856509E-4	6.951455143E-4	8.283719653E-4	1.170309610E-3	1.472564996E-3	1.295553287E-3	9.843428852E-4	9.598802426E-4	9.158230387E-4	5.894041387E-4	2.728950349E-4	3.199531930E-4	4.785639176E-4
1.061867457E-3	1.341115683E-3	1.271291520E-3	7.689217455E-4	5.349308485E-4	7.570211892E-4	8.248889935E-4	6.595666637E-4	5.771368742E-4	7.103947573E-4	1.017648727E-3	1.165961497E-3	1.045149984E-3	8.972879150E-4	7.858320605E-4	7.125386619E-4	7.086393307E-4	7.754574763E-4	8.247396327E-4	6.488421932E-4	4.256143584E-4	5.925741279E-4	9.941625176E-4	1.172346529E-3	1.188708120E-3	1.302877441E-3	1.259249984E-3	8.762223879E-4	5.454184720E-4	5.617232528E-4	8.969944902E-4	1.086077071E-3	7.034001756E-4	1.896444155E-4	9.502015746E-5	4.751687229E-4	1.049658051E-3	1.441043802E-3	1.484148903E-3	1.116794301E-3	6.344837020E-4	4.202895216E-4	4.713777162E-4	6.657319027E-4	7.169946330E-4	6.800655974E-4	9.018306155E-4	1.243998879E-3	1.321019023E-3	9.349731845E-4	5.539592821E-4	7.429457619E-4	1.057153218E-3	1.118583721E-3	1.187416259E-3	9.553300915E-4	4.253483494E-4	3.171535500E-4	4.975199117E-4	7.012164569E-4	1.200725208E-3	1.632476924E-3	1.412667683E-3	9.290645248E-4	7.281269063E-4	7.204180001E-4	7.819851162E-4	7.331843372E-4	5.732018035E-4	5.978010013E-4	5.977194523E-4	3.831463400E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.579685284E-4	8.435618947E-4	8.358458872E-4	8.070984040E-4	7.799688610E-4	7.474270533E-4	6.651200238E-4	6.404926535E-4	7.810844691E-4	1.007279148E-3	1.138082938E-3	1.158434083E-3	1.229979680E-3	1.243382227E-3	9.884631727E-4	7.420377224E-4	6.331359618E-4	5.330258864E-4	7.846614462E-4	1.411407720E-3	1.677044900E-3	1.306688646E-3	8.286633529E-4	6.506114150E-4	7.494796882E-4	8.717759047E-4	7.986192941E-4	6.851230282E-4	7.962230011E-4	9.315549978E-4	8.116522222E-4	7.682822761E-4	1.087952987E-3	1.363583608E-3	1.235764939E-3	9.981886251E-4	9.545480134E-4	8.912045159E-4	6.439710269E-4	4.810334649E-4	5.719765904E-4	5.710811238E-4
1.315469737E-3	1.323303208E-3	1.005287631E-3	5.821604864E-4	4.223341821E-4	5.361912190E-4	5.615583505E-4	4.878929176E-4	5.260217586E-4	7.564680418E-4	1.077662804E-3	1.160922926E-3	1.015951391E-3	8.682999178E-4	7.566905697E-4	7.797408616E-4	7.951048319E-4	6.416284014E-4	5.685064243E-4	6.390920607E-4	7.471246645E-4	9.031863883E-4	9.950040840E-4	9.835665114E-4	9.956000140E-4	1.111487276E-3	1.162732951E-3	9.827283211E-4	7.792881224E-4	7.204014109E-4	7.764701732E-4	7.068784907E-4	3.714586783E-4	1.466277172E-4	2.895677171E-4	7.636115188E-4	1.306276419E-3	1.558010816E-3	1.401454327E-3	8.938220562E-4	4.930733121E-4	4.780623713E-4	6.524661439E-4	8.644773625E-4	8.703566855E-4	7.696455577E-4	9.126012446E-4	1.186691108E-3	1.225053216E-3	9.272358147E-4	7.480752538E-4	9.851240320E-4	1.220166450E-3	1.239308156E-3	1.205111970E-3	9.327672306E-4	5.766788963E-4	5.698890891E-4	7.290809299E-4	9.702371317E-4	1.366009470E-3	1.552503789E-3	1.309919637E-3	9.507946088E-4	7.937086048E-4	8.086113376E-4	8.510753978E-4	8.238271112E-4	8.504203870E-4	9.514483972E-4	7.360529271E-4	3.214463650E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.408320671E-4	6.647776463E-4	7.198056555E-4	6.679311628E-4	6.170034758E-4	6.684261025E-4	7.449833211E-4	8.682900225E-4	1.045147306E-3	1.185353380E-3	1.256615738E-3	1.229388989E-3	1.141831744E-3	1.145042479E-3	1.160249813E-3	1.082299044E-3	1.094446401E-3	1.068088575E-3	8.728917455E-4	9.328293963E-4	1.303837285E-3	1.468443894E-3	1.197595848E-3	8.224828052E-4	7.656817324E-4	1.012402936E-3	1.146184979E-3	9.954030393E-4	9.146335651E-4	1.114033163E-3	1.171530224E-3	8.450960740E-4	7.043859805E-4	9.629791020E-4	1.087300596E-3	9.573130519E-4	9.151104023E-4	1.031650696E-3	1.081930124E-3	9.604631923E-4	8.728018729E-4	8.821609081E-4	6.411984796E-4
1.312035252E-3	1.168408082E-3	9.241450462E-4	8.194324328E-4	7.477165782E-4	6.637763581E-4	5.651499960E-4	4.616347142E-4	4.902271903E-4	7.505473332E-4	1.032976550E-3	1.087081386E-3	1.084071468E-3	1.066766796E-3	9.492168901E-4	9.617274045E-4	9.238944622E-4	6.159563200E-4	5.116195534E-4	7.414910942E-4	9.070534725E-4	8.855629130E-4	8.077845559E-4	8.494867943E-4	9.484899347E-4	9.402515716E-4	8.702069172E-4	8.087282185E-4	7.716385880E-4	7.147892029E-4	7.043947699E-4	6.880371366E-4	5.064769648E-4	3.586508683E-4	4.566179996E-4	8.433422772E-4	1.252805931E-3	1.356782974E-3	1.155130682E-3	7.416307344E-4	5.281610065E-4	6.864517345E-4	9.320180980E-4	1.114277053E-3	1.033908222E-3	8.344476228E-4	9.174100705E-4	1.115360530E-3	1.031071297E-3	8.189877262E-4	8.598703425E-4	1.088984660E-3	1.288927044E-3	1.390344813E-3	1.271399902E-3	9.493069956E-4	7.959888899E-4	8.704671636E-4	9.422129951E-4	1.075849170E-3	1.171546290E-3	1.032228698E-3	8.175152470E-4	7.206348819E-4	7.920021890E-4	9.197389008E-4	9.151865961E-4	8.888549055E-4	1.079897280E-3	1.197410747E-3	8.693247801E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.926439866E-4	4.700536083E-4	5.657114089E-4	6.745014107E-4	5.147595657E-4	4.104865366E-4	4.558744840E-4	5.642066826E-4	8.425242850E-4	1.186165144E-3	1.295973081E-3	1.124897040E-3	8.963319124E-4	8.636293351E-4	1.000365475E-3	1.031141612E-3	9.817526443E-4	1.109711709E-3	1.204298576E-3	1.060416223E-3	9.422683506E-4	9.376267553E-4	9.551154799E-4	9.522396140E-4	9.174360312E-4	9.883231251E-4	1.199777122E-3	1.301258802E-3	1.209237031E-3	1.161689754E-3	1.233485993E-3	1.188058755E-3	9.111854597E-4	7.482321234E-4	8.699563914E-4	9.443886229E-4	9.174188599E-4	1.025614678E-3	1.198389917E-3	1.230981201E-3	1.106099109E-3	9.920386365E-4	9.058550932E-4	5.860619713E-4
1.266873442E-3	1.232275739E-3	1.154377474E-3	1.242839266E-3	1.248486689E-3	1.102602575E-3	9.711749153E-4	8.123476873E-4	6.607107352E-4	7.392438129E-4	9.242001106E-4	9.845378809E-4	1.063894480E-3	1.107760472E-3	9.841010906E-4	9.373218636E-4	8.642254397E-4	6.291553145E-4	6.716338685E-4	9.293471812E-4	9.179306217E-4	7.955207839E-4	8.484455757E-4	9.939312004E-4	9.962669574E-4	7.541177911E-4	5.462673726E-4	6.251776358E-4	7.790041273E-4	7.366550271E-4	6.990830298E-4	7.798924344E-4	7.830433315E-4	7.321414887E-4	7.224226138E-4	8.562277653E-4	1.025344362E-3	1.013208297E-3	8.752363501E-4	6.725808489E-4	6.085240166E-4	7.383675547E-4	9.106912185E-4	1.086118747E-3	1.067385776E-3	9.523637709E-4	1.028421917E-3	1.008284977E-3	7.010829868E-4	6.006679614E-4	8.605245384E-4	1.083715702E-3	1.200942439E-3	1.272360329E-3	1.154518919E-3	9.132354171E-4	7.929501007E-4	7.974771434E-4	8.968627080E-4	9.681156953E-4	7.364454214E-4	3.923510376E-4	3.041026939E-4	4.447622050E-4	6.649944116E-4	8.076716331E-4	7.763398462E-4	8.281355840E-4	1.102948328E-3	1.201999607E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.260440129E-4	5.221951869E-4	3.561314079E-4	6.027738564E-4	7.454993902E-4	6.076649297E-4	4.472504079E-4	3.539711761E-4	3.862332378E-4	6.276138010E-4	9.063217440E-4	9.781636763E-4	8.084286237E-4	6.413045339E-4	7.458847831E-4	9.454276296E-4	9.230269934E-4	8.101511630E-4	9.133064887E-4	1.120793284E-3	1.136025996E-3	9.240518557E-4	6.422288716E-4	NaN	NaN	1.210004557E-3	1.227369765E-3	1.124121482E-3	1.183906803E-3	1.331399195E-3	1.288537169E-3	1.059340546E-3	9.360842523E-4	8.573653759E-4	6.598783657E-4	6.427392364E-4	8.780675707E-4	1.075890963E-3	1.192580559E-3	1.230649534E-3	1.181110274E-3	1.108576893E-3	9.980630130E-4	8.355138125E-4	6.034317194E-4
1.203522901E-3	1.219641301E-3	1.093235798E-3	1.122188638E-3	1.234988333E-3	1.284985105E-3	1.344927936E-3	1.258908189E-3	9.662601515E-4	8.293330902E-4	8.818868664E-4	8.958642720E-4	9.808639297E-4	1.082072267E-3	9.482150781E-4	7.636509836E-4	7.211804623E-4	7.691977080E-4	9.860931896E-4	1.162194065E-3	1.013666624E-3	9.157642489E-4	1.076222863E-3	1.119714580E-3	8.598566637E-4	4.744133039E-4	3.423925664E-4	6.136439042E-4	8.711304399E-4	8.021212416E-4	6.437326083E-4	6.211110740E-4	7.814078708E-4	1.000376651E-3	9.667957784E-4	8.270338294E-4	8.469155873E-4	8.594191750E-4	7.828701055E-4	7.345022750E-4	7.849612739E-4	7.919340860E-4	7.689223276E-4	9.193498990E-4	1.109461184E-3	1.215403434E-3	1.202744548E-3	8.836173220E-4	4.847120144E-4	5.156991538E-4	8.414083277E-4	1.074613421E-3	1.122167683E-3	9.805125883E-4	8.224432240E-4	7.773146499E-4	6.985518849E-4	6.396239041E-4	7.980721421E-4	8.242127369E-4	4.796935245E-4	2.274299914E-4	3.129116667E-4	5.180268781E-4	6.316025392E-4	6.032173987E-4	5.885838764E-4	7.510564756E-4	9.270491428E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.586787735E-4	6.478227442E-4	4.138665390E-4	4.465988022E-4	6.354576326E-4	8.252309053E-4	9.110097308E-4	7.373241824E-4	4.944413085E-4	4.965161206E-4	6.398016703E-4	7.052486180E-4	6.993259303E-4	6.747259758E-4	7.075392059E-4	8.711236296E-4	9.845652385E-4	9.163644863E-4	8.235099376E-4	8.710609982E-4	1.039015711E-3	1.092861290E-3	8.713073912E-4	6.008456694E-4	NaN	NaN	1.521584112E-3	1.308192615E-3	8.675750578E-4	8.867441211E-4	1.178950537E-3	1.073239488E-3	6.907188217E-4	5.969273625E-4	6.196285831E-4	4.046835820E-4	3.901720920E-4	7.828907692E-4	1.113402541E-3	1.213278621E-3	1.147975679E-3	1.072323881E-3	1.114365179E-3	1.019360730E-3	7.946531987E-4	7.202858105E-4
9.751096950E-4	8.713322459E-4	6.551172701E-4	7.041438366E-4	1.021986012E-3	1.317105722E-3	1.475910889E-3	1.344395336E-3	1.029230421E-3	9.325192077E-4	9.860271821E-4	9.838467231E-4	1.090560574E-3	1.215588651E-3	1.007109531E-3	6.969875540E-4	7.735475083E-4	1.094059320E-3	NaN	NaN	NaN	NaN	NaN	1.061246032E-3	6.540815230E-4	3.435780527E-4	3.721012326E-4	6.572307902E-4	8.615650586E-4	8.577524568E-4	6.643753150E-4	4.656320380E-4	6.861607544E-4	1.105596777E-3	1.053116168E-3	7.433451246E-4	6.980060134E-4	7.363797631E-4	6.574637373E-4	6.899613072E-4	8.707127417E-4	8.628745563E-4	7.367013022E-4	8.677614969E-4	1.157215214E-3	1.275413088E-3	1.135334373E-3	8.499394171E-4	6.219427451E-4	5.845638225E-4	6.982444320E-4	9.442468290E-4	1.042567310E-3	7.341753226E-4	4.925630055E-4	6.407004548E-4	7.880563498E-4	7.942917291E-4	7.870880654E-4	6.054139230E-4	4.063387751E-4	4.959402140E-4	6.974098505E-4	7.951387088E-4	7.166594150E-4	5.747230025E-4	6.518758601E-4	8.584424504E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.865947507E-4	5.560961436E-4	6.254011532E-4	7.041367353E-4	5.938449176E-4	7.116352790E-4	1.013994683E-3	9.548632079E-4	7.533148746E-4	7.780015585E-4	7.841844345E-4	6.676485646E-4	6.326747243E-4	7.534194156E-4	9.176339954E-4	1.006547944E-3	9.576528682E-4	8.755272138E-4	9.205252863E-4	1.014634152E-3	1.028044266E-3	9.262419771E-4	7.614575443E-4	7.698371774E-4	1.110797399E-3	1.513647498E-3	1.572484383E-3	1.180000603E-3	7.101199008E-4	6.601804052E-4	7.645002333E-4	5.631366512E-4	4.056257312E-4	5.798726925E-4	6.614653976E-4	4.848237149E-4	5.175507977E-4	8.078108076E-4	9.440546273E-4	9.428530466E-4	9.029665380E-4	8.846315905E-4	9.784324793E-4	9.282676619E-4	8.182539023E-4	9.564260836E-4
