4.109876172E-4	6.982187624E-4	9.452269878E-4	1.006110688E-3	9.306118591E-4	6.774547510E-4	5.797320046E-4	8.901651017E-4	1.119363355E-3	1.068314421E-3	1.066118944E-3	1.246229163E-3	1.304932754E-3	8.620182634E-4	3.105161886E-4	3.456517879E-4	7.677412941E-4	8.481961559E-4	4.505065444E-4	1.055239918E-4	1.466371177E-4	5.320788478E-4	1.074815402E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.096231613E-4	6.679430953E-4	5.992013612E-4	5.417256034E-4	3.622246732E-4	1.883046789E-4	3.419316490E-4	6.483843899E-4	8.203612524E-4	9.282442625E-4	8.738807519E-4	6.987837260E-4	8.088349714E-4	1.091998653E-3	1.248163520E-3	1.237167162E-3	9.305845597E-4	5.679680617E-4	5.796038895E-4	8.063411806E-4	8.704344509E-4	8.078170940E-4	8.591888472E-4	1.068211510E-3	1.234643860E-3	1.122480840E-3	9.866270702E-4	1.095191343E-3	1.170019968E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.532206364E-4	3.904686891E-4	5.500430125E-4	9.335320792E-4	9.178675245E-4	7.710104110E-4	8.735631709E-4	9.912230307E-4	8.790249703E-4	6.226710393E-4	6.089798408E-4	8.721145568E-4	8.857716457E-4	6.403422449E-4	7.175065693E-4	1.066207653E-3	1.047748374E-3	6.562555791E-4	4.900440108E-4	6.977408775E-4	9.116403526E-4	8.481086115E-4	6.099552265E-4	5.857989891E-4	7.773060352E-4	8.150655194E-4	7.632413181E-4	8.294559084E-4	8.151593502E-4	6.766920560E-4	6.752010086E-4	8.782531950E-4	1.030576066E-3	9.105653153E-4	8.591449587E-4	1.105456264E-3	1.261149417E-3	1.287436113E-3	1.298696268E-3	1.115245745E-3
3.324557620E-4	6.806841120E-4	1.062353491E-3	1.151899691E-3	9.108292870E-4	6.052810932E-4	7.718468551E-4	1.143939211E-3	1.052444451E-3	8.947180468E-4	1.132093836E-3	1.387879835E-3	1.259327051E-3	8.070300682E-4	5.451968755E-4	7.219553809E-4	9.142671479E-4	8.256710717E-4	6.239844952E-4	4.432213609E-4	3.309848544E-4	5.633556866E-4	1.073307823E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.897167816E-4	7.399454480E-4	7.719187415E-4	7.584509440E-4	5.231615505E-4	3.497024300E-4	5.571690854E-4	8.497385425E-4	9.602074861E-4	1.005250262E-3	9.246824775E-4	7.886856911E-4	8.462615078E-4	1.020226395E-3	1.221463084E-3	1.238188124E-3	8.375935140E-4	4.769082298E-4	6.201802753E-4	9.087474318E-4	9.190446581E-4	8.470972534E-4	8.696786826E-4	9.562316700E-4	1.074035303E-3	9.428944904E-4	7.417651359E-4	8.602650487E-4	1.014923910E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.738207980E-4	5.752286525E-4	7.792153046E-4	1.072820975E-3	9.279624210E-4	7.876295713E-4	9.409289923E-4	1.050655730E-3	8.842162788E-4	6.425054162E-4	7.933864254E-4	1.200651866E-3	1.182319131E-3	8.561197901E-4	9.346697479E-4	1.229991554E-3	1.091627986E-3	7.184167043E-4	6.507734652E-4	8.037676453E-4	7.964735851E-4	5.751014687E-4	4.654093063E-4	6.696184282E-4	8.043650305E-4	7.758248248E-4	9.771689074E-4	1.129395445E-3	8.282565977E-4	4.878689069E-4	5.622243625E-4	9.046854102E-4	1.056297449E-3	8.530225023E-4	7.628782187E-4	9.797896491E-4	1.093492494E-3	1.071530278E-3	1.041694428E-3	9.078049916E-4
3.975606232E-4	8.174597751E-4	1.122048241E-3	1.020149444E-3	6.334247882E-4	4.343407054E-4	8.025567513E-4	1.090688049E-3	8.118970436E-4	7.303719758E-4	1.141150249E-3	1.341655967E-3	1.055844128E-3	7.648129249E-4	9.313681512E-4	1.255060546E-3	1.238343189E-3	1.072899671E-3	1.032710657E-3	9.055328555E-4	6.819933769E-4	7.652206696E-4	1.006494742E-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.431046201E-4	9.305986459E-4	9.541431209E-4	8.748675464E-4	6.146973465E-4	5.591102527E-4	8.488134481E-4	1.092326129E-3	1.098969951E-3	1.008397317E-3	8.807317354E-4	8.298720350E-4	8.887330187E-4	1.002349309E-3	1.203654334E-3	1.151242293E-3	7.070060237E-4	5.464515416E-4	9.485436021E-4	1.233404852E-3	1.041565323E-3	8.587312186E-4	8.772367728E-4	9.126344230E-4	9.523130720E-4	7.938257186E-4	5.421918468E-4	5.840515951E-4	7.706111646E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.513944970E-4	6.677255733E-4	7.224658621E-4	8.868225850E-4	8.559785201E-4	8.709467947E-4	1.017936971E-3	1.094162348E-3	9.749893215E-4	8.471769397E-4	1.082266797E-3	1.449567615E-3	1.352672582E-3	9.596379823E-4	9.207368130E-4	1.095487736E-3	9.762443951E-4	7.658160175E-4	8.369768038E-4	9.625847451E-4	8.224845515E-4	5.932221538E-4	6.224339013E-4	8.679504390E-4	9.296124335E-4	9.580852347E-4	1.296578906E-3	1.350628561E-3	7.650516927E-4	2.920425031E-4	4.368335940E-4	8.225913625E-4	9.355799411E-4	7.552859024E-4	7.164452109E-4	9.206825052E-4	9.774379432E-4	8.282243507E-4	6.943184417E-4	6.171416026E-4
4.776978167E-4	1.015496091E-3	1.366921118E-3	1.193683594E-3	6.701545790E-4	4.113973700E-4	6.720523234E-4	8.056616643E-4	5.767002585E-4	6.454669638E-4	1.055417466E-3	1.145593473E-3	8.124773158E-4	6.410283968E-4	9.801305132E-4	1.350741950E-3	1.375108026E-3	1.369416714E-3	1.391684986E-3	1.142931753E-3	8.512870409E-4	8.904011920E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.039914321E-3	9.254864417E-4	9.084218182E-4	8.963301079E-4	7.372275577E-4	5.297020543E-4	5.991043872E-4	9.069124935E-4	1.142025460E-3	1.148179406E-3	9.692929452E-4	7.951543084E-4	8.136148681E-4	8.780339267E-4	9.149253019E-4	1.062044292E-3	1.059836126E-3	8.573582745E-4	9.558421443E-4	1.325418823E-3	1.346284640E-3	9.885006584E-4	8.364089299E-4	9.899577126E-4	1.106892247E-3	1.069175662E-3	8.678972372E-4	6.249684375E-4	5.887463340E-4	7.398616290E-4	NaN	NaN	NaN	NaN	NaN	NaN	1.243096776E-3	1.110789366E-3	8.123113657E-4	6.132842973E-4	6.838376285E-4	8.873215411E-4	1.063784584E-3	1.109968289E-3	1.074689091E-3	1.033417997E-3	1.063631382E-3	1.262333011E-3	1.393270679E-3	1.194561715E-3	9.237107006E-4	9.812926874E-4	1.111313468E-3	8.923009736E-4	6.727322470E-4	8.605793701E-4	1.059718663E-3	9.116937290E-4	7.842352497E-4	9.020341095E-4	9.963458870E-4	9.817387909E-4	1.139613334E-3	1.426076866E-3	1.253861818E-3	6.332703633E-4	3.140448243E-4	4.736112896E-4	7.036080351E-4	7.972398307E-4	7.499690983E-4	7.514245226E-4	9.241355001E-4	9.906563209E-4	8.223755867E-4	6.103059277E-4	4.624453722E-4
7.340858574E-4	1.265103929E-3	1.732464763E-3	1.690591918E-3	1.179550774E-3	7.758520660E-4	6.948130904E-4	6.191033754E-4	5.368844722E-4	7.116377819E-4	9.649869171E-4	8.989266353E-4	5.380478688E-4	3.772289492E-4	6.911973469E-4	1.028106781E-3	1.141664456E-3	1.297736773E-3	1.326222904E-3	9.964016499E-4	7.384409546E-4	8.334553568E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.739092689E-4	5.770107964E-4	6.569462712E-4	6.719878293E-4	5.649483646E-4	5.864679697E-4	7.414084394E-4	9.111344698E-4	1.120162080E-3	1.223708154E-3	1.045297016E-3	8.194711991E-4	8.331886493E-4	8.843169780E-4	8.212698740E-4	8.425194537E-4	9.419326670E-4	1.064936514E-3	1.254795352E-3	1.313334447E-3	1.086853794E-3	8.760757046E-4	9.636805626E-4	1.179089537E-3	1.223856118E-3	1.089271624E-3	9.471953963E-4	8.176991832E-4	7.750075310E-4	9.168916731E-4	NaN	NaN	NaN	NaN	7.310425863E-4	8.562330622E-4	1.119840308E-3	1.218185527E-3	1.006492530E-3	7.556508644E-4	7.923136582E-4	1.031744760E-3	1.224724110E-3	1.158399973E-3	9.126342484E-4	8.210974629E-4	9.982098127E-4	1.183734159E-3	1.089911093E-3	8.932128549E-4	9.267278947E-4	1.167835202E-3	1.192793134E-3	7.764582406E-4	4.949684953E-4	7.288645138E-4	8.891256293E-4	6.755795912E-4	6.655899342E-4	9.431055514E-4	1.002041856E-3	9.761985857E-4	1.201547915E-3	1.349915285E-3	1.012436347E-3	5.838491488E-4	5.894962815E-4	6.607904215E-4	5.782784428E-4	7.182426052E-4	9.056651033E-4	8.884178242E-4	8.958749240E-4	9.610950365E-4	9.656133479E-4	8.137431578E-4	5.244138301E-4
1.015965478E-3	1.329350402E-3	1.624420518E-3	1.699824817E-3	1.532957889E-3	1.277169096E-3	9.717216599E-4	7.310495712E-4	7.442201022E-4	9.222555091E-4	1.020313823E-3	9.061551536E-4	5.739461631E-4	3.764067078E-4	6.111685070E-4	8.566883043E-4	8.847815916E-4	9.439882706E-4	8.940312546E-4	6.529549137E-4	5.422921386E-4	6.634903257E-4	NaN	NaN	NaN	NaN	NaN	NaN	8.996022516E-4	4.897470935E-4	3.738610249E-4	5.560196005E-4	5.195744452E-4	5.006840802E-4	8.000466623E-4	9.731990285E-4	9.270256269E-4	1.069285558E-3	1.241289428E-3	1.099453773E-3	8.654791163E-4	8.178969147E-4	7.870316622E-4	6.484620972E-4	6.101199542E-4	7.631726330E-4	9.734013584E-4	1.063506119E-3	9.374211077E-4	7.682231953E-4	8.533379878E-4	1.073988504E-3	1.099260757E-3	9.373563225E-4	8.723831270E-4	9.902646998E-4	1.028871629E-3	1.041624811E-3	1.235237578E-3	1.390321646E-3	1.335759647E-3	1.086557051E-3	7.502040244E-4	5.894093774E-4	7.171245525E-4	1.002670266E-3	1.136124018E-3	1.028054510E-3	9.604840889E-4	9.743556147E-4	9.991168045E-4	1.111756545E-3	1.059139846E-3	6.943116896E-4	5.028643063E-4	7.768349606E-4	1.053973450E-3	9.915574919E-4	9.992488194E-4	1.221781014E-3	1.294069341E-3	1.018484356E-3	5.020441604E-4	2.790569270E-4	5.134678213E-4	5.751634599E-4	3.110119433E-4	3.857032279E-4	8.426105487E-4	1.063158852E-3	1.106204814E-3	1.243054750E-3	1.175774261E-3	7.599649252E-4	6.032807869E-4	9.408440674E-4	9.450128418E-4	6.287447177E-4	8.220763411E-4	1.178796054E-3	1.120772678E-3	9.269900620E-4	9.426675970E-4	1.167345443E-3	1.182691543E-3	8.392223390E-4
1.017266652E-3	1.080319053E-3	1.030758605E-3	1.131651574E-3	1.393755549E-3	1.451619435E-3	1.178638428E-3	9.704242111E-4	1.019505668E-3	1.077555236E-3	1.073929947E-3	1.036393340E-3	7.917219191E-4	5.764834350E-4	7.596456562E-4	9.552119882E-4	8.620560402E-4	6.915262202E-4	5.263224011E-4	4.610143951E-4	5.155483377E-4	6.181426579E-4	NaN	NaN	NaN	NaN	NaN	NaN	7.593161426E-4	4.183363053E-4	3.659257200E-4	5.446161376E-4	4.863308568E-4	5.462366971E-4	9.346027509E-4	1.062368276E-3	9.233205928E-4	9.872771334E-4	1.084554824E-3	9.978146991E-4	9.192727739E-4	8.686403162E-4	6.963923224E-4	5.190570373E-4	5.381347728E-4	6.417180412E-4	6.332108751E-4	5.781057989E-4	5.908548483E-4	7.012789720E-4	9.469934157E-4	1.075583859E-3	8.527091704E-4	6.205535610E-4	7.927868864E-4	1.133660320E-3	1.223408733E-3	1.235187054E-3	1.341017894E-3	1.362868701E-3	1.197972801E-3	8.940137341E-4	7.056969916E-4	7.382913609E-4	8.750699344E-4	1.059062779E-3	1.087924466E-3	1.022329205E-3	1.071420847E-3	9.912835667E-4	8.444167906E-4	9.449518984E-4	9.620623896E-4	6.228141137E-4	3.763677087E-4	5.793231539E-4	8.706605295E-4	1.009205123E-3	1.303139958E-3	1.490125083E-3	1.193072880E-3	7.035028539E-4	2.703118080E-4	1.699657587E-4	4.196279915E-4	4.822078336E-4	2.918553073E-4	4.289176723E-4	9.035784169E-4	1.162298839E-3	1.155372360E-3	1.043058233E-3	7.659979747E-4	4.568815930E-4	6.101260078E-4	1.119101653E-3	1.091861632E-3	7.385342615E-4	9.209622513E-4	1.262910082E-3	1.197258127E-3	9.620020282E-4	9.625683888E-4	1.268823049E-3	1.401061541E-3	1.150633208E-3
8.197865100E-4	7.847157540E-4	6.337212981E-4	7.128220750E-4	1.025588368E-3	1.137476298E-3	1.001969562E-3	1.002802863E-3	1.085560303E-3	1.001100289E-3	9.277443751E-4	9.264483815E-4	7.780136657E-4	6.648839335E-4	8.523758734E-4	1.037750393E-3	9.458842105E-4	6.924534100E-4	4.972767783E-4	5.255187280E-4	6.606614334E-4	8.325565723E-4	NaN	NaN	NaN	NaN	NaN	NaN	7.406736840E-4	4.370064125E-4	2.762428485E-4	4.451106652E-4	6.223299424E-4	7.905272651E-4	9.935118724E-4	9.807016468E-4	8.819805807E-4	9.036111878E-4	8.588127093E-4	8.153428789E-4	9.391632630E-4	9.638240444E-4	7.518988568E-4	6.354483194E-4	7.553862524E-4	7.662218413E-4	5.019698292E-4	3.820235725E-4	6.197684561E-4	8.971136413E-4	1.072344137E-3	1.040101983E-3	7.126230630E-4	5.389850121E-4	8.626882336E-4	1.240877318E-3	1.325100893E-3	1.290021930E-3	1.158369239E-3	1.021276461E-3	9.793157224E-4	8.407682762E-4	7.096515619E-4	7.530936855E-4	8.895879146E-4	1.050249906E-3	1.111649908E-3	1.154128811E-3	1.185463509E-3	1.004225807E-3	9.231011500E-4	1.073010964E-3	9.860780556E-4	5.953415530E-4	2.946136519E-4	3.526697401E-4	6.097457954E-4	9.404137963E-4	1.377009321E-3	1.406634110E-3	9.421802824E-4	5.764381494E-4	3.717201180E-4	3.465312475E-4	5.301830824E-4	5.671266699E-4	4.910509451E-4	7.163455011E-4	1.103330869E-3	1.192096621E-3	9.345480357E-4	5.283404025E-4	2.392977040E-4	2.625685302E-4	6.352638011E-4	1.021855744E-3	9.184958180E-4	6.268571015E-4	7.075308822E-4	9.511401295E-4	1.023321995E-3	9.771526093E-4	9.771035984E-4	1.109083649E-3	1.214424847E-3	NaN
6.408080226E-4	7.049418055E-4	7.560575614E-4	7.703315350E-4	7.645317237E-4	6.831691717E-4	6.879987195E-4	9.609000408E-4	1.105655683E-3	9.268940194E-4	7.763809990E-4	7.183512207E-4	7.365351194E-4	8.872834151E-4	1.004484948E-3	1.031773631E-3	1.008242019E-3	8.557669353E-4	6.711591268E-4	6.280997768E-4	7.718178676E-4	1.095609274E-3	NaN	NaN	NaN	NaN	NaN	NaN	9.434706881E-4	7.143130060E-4	4.205876321E-4	4.831664264E-4	7.573479670E-4	8.852024330E-4	8.440709207E-4	7.464702940E-4	7.715387619E-4	8.508520550E-4	7.920225617E-4	8.132730727E-4	1.007237239E-3	1.018095994E-3	8.172130329E-4	7.794632693E-4	9.210815188E-4	8.960794657E-4	6.309660384E-4	5.895791692E-4	8.978262777E-4	1.069520018E-3	1.037375652E-3	9.072722751E-4	5.869906745E-4	4.288938653E-4	7.315762923E-4	1.106524840E-3	1.282427576E-3	1.237828867E-3	9.561937768E-4	8.323143120E-4	9.537309525E-4	8.332657744E-4	5.305493833E-4	5.052739289E-4	7.385500357E-4	9.287970024E-4	1.031783177E-3	1.199973631E-3	1.262709266E-3	1.107965712E-3	1.116383704E-3	1.155378181E-3	8.305894444E-4	3.920188756E-4	1.891121065E-4	3.475505800E-4	6.800091942E-4	1.005181344E-3	1.271108165E-3	1.101045171E-3	6.719686789E-4	5.667001824E-4	6.239382201E-4	6.410487695E-4	6.618205225E-4	6.027655909E-4	6.072531105E-4	8.881775429E-4	1.203218708E-3	1.167177572E-3	7.263034349E-4	2.410592861E-4	1.403665228E-4	3.645801335E-4	6.490217056E-4	7.954595494E-4	6.823588628E-4	4.540177470E-4	3.696439089E-4	5.710761179E-4	9.368711035E-4	1.142058405E-3	1.022651442E-3	8.396143094E-4	NaN	NaN
5.855350755E-4	7.138162036E-4	8.729929687E-4	8.087963797E-4	6.071540993E-4	4.362810578E-4	5.126649630E-4	9.123015916E-4	1.091899467E-3	9.079088923E-4	6.910969969E-4	4.889408592E-4	6.606079405E-4	1.113958308E-3	1.126513700E-3	9.256124613E-4	9.210290154E-4	8.356831968E-4	6.455948460E-4	5.562490551E-4	7.366327336E-4	1.139396103E-3	NaN	NaN	NaN	NaN	NaN	NaN	1.239197096E-3	1.255015028E-3	1.028125756E-3	8.086406160E-4	7.109995349E-4	5.783647648E-4	4.949643044E-4	5.973247462E-4	8.416938945E-4	9.533755947E-4	8.648190415E-4	9.282141109E-4	1.139569795E-3	1.082061091E-3	8.322446956E-4	7.424200885E-4	7.419129252E-4	6.909352378E-4	6.410317728E-4	8.123441366E-4	1.108459895E-3	1.120318193E-3	1.016030437E-3	9.517337894E-4	6.646983093E-4	4.187790328E-4	5.663203192E-4	8.570023347E-4	1.077340683E-3	1.065284829E-3	8.391948068E-4	8.394516772E-4	9.821424028E-4	7.589114248E-4	3.140610352E-4	2.876539074E-4	6.894178805E-4	9.267423302E-4	9.376281523E-4	1.069918391E-3	1.198951388E-3	1.125767129E-3	1.035728143E-3	8.441539248E-4	4.812108236E-4	2.589943178E-4	3.522492771E-4	7.541868836E-4	1.140736626E-3	1.261694008E-3	1.214995631E-3	9.190732962E-4	5.734097795E-4	5.889244494E-4	7.662075222E-4	7.713485975E-4	6.542377523E-4	5.828879075E-4	6.732314941E-4	9.428152698E-4	1.217543613E-3	1.201813342E-3	8.119873237E-4	4.986555432E-4	5.160919391E-4	5.375489709E-4	5.665213102E-4	7.069078274E-4	7.439521723E-4	5.297274329E-4	2.737834002E-4	4.469125997E-4	9.922825266E-4	1.266659121E-3	1.016746392E-3	7.718923735E-4	NaN	NaN
